Probe Set Name	Description
102414_at	CDC-like kinase 3
102423_at	histone H4 transcription factor
102436_at	leucyl-tRNA synthetase, mitochondrial
102442_at	DENN/MADD domain containing 4A
102448_at	xylulokinase homolog (H. influenzae)
102462_at	IMP3, U3 small nucleolar ribonucleoprotein, homolog (yeast)
102502_at	plastin 1 (I-isoform)
102545_at	CKLF-like MARVEL transmembrane domain containing 7
102566_at	anoctamin 10
102570_at	solute carrier family 22 (organic cation transporter), member 13
102580_at	asparagine-linked glycosylation 9 (alpha 1,2 mannosyltransferase)
102595_at	pleckstrin homology domain containing, family O member 2
102607_at	sorting nexin 19
102614_at	ribonuclease P 25 subunit (human)
102626_at	mitogen-activated protein kinase-activated protein kinase 3
102632_at	acyl-Coenzyme A dehydrogenase family, member 11
102644_at	OAF homolog (Drosophila)
102657_at	CD276 antigen
102680_at	solute carrier family 6 (neurotransmitter transporter), member 20A
102693_at	pleckstrin homology-like domain, family B, member 1
102747_at	leucine rich repeat containing 49
102774_at	Bardet-Biedl syndrome 4 (human)
102791_at	T cell leukemia translocation altered gene
102857_at	solute carrier family 6 (neurotransmitter transporter, creatine), member 8
102866_at	plastin 3 (T-isoform)
102871_at	RIKEN cDNA D330045A20 gene
102920_at	centromere protein I
102941_at	novel protein similar to F-box and leucine-rich repeat protein 17 (Fbxl17)
102954_at	nudix (nucleoside diphosphate linked moiety X)-type motif 10
102991_at	expressed sequence AU022751
103012_at	RIKEN cDNA 6720401G13 gene
103080_at	septin 10
103098_at	solute carrier family 6 (neurotransmitter transporter), member 15
103135_at	PAN2 polyA specific ribonuclease subunit homolog (S. cerevisiae)
103136_at	PWP1 homolog (S. cerevisiae)
103140_at	glutathione S-transferase, theta 3
103142_at	retinol dehydrogenase 9
103149_at	ureidopropionase, beta
103161_at	apolipoprotein F
103172_at	coiled-coil-helix-coiled-coil-helix domain containing 10
103175_at	RIKEN cDNA D630029K05 gene
103199_at	FIG4 homolog (S. cerevisiae)
103213_at	TRAF3 interacting protein 2
103220_at	cDNA sequence BC030307
103236_at	casein kinase 1, gamma 2
103266_at	expressed sequence AI597468
103268_at	centrosomal protein 57-like 1
103284_at	zinc finger CCCH type containing 10
103406_at	zinc finger RNA binding protein 2
103425_at	nicalin homolog (zebrafish)
103466_at	5'-nucleotidase domain containing 3
103468_at	nucleoporin 107
103511_at	family with sequence similarity 26, member E
103534_at	mannoside acetylglucosaminyltransferase 4, isoenzyme B
103537_at	mbt domain containing 1
103551_at	RIKEN cDNA E130012A19 gene
103554_at	proteasome (prosome, macropain) activator subunit 4
103573_at	exportin 1, CRM1 homolog (yeast)
103583_at	F-box and WD-40 domain protein 11
103655_at	SEC14-like 4 (S. cerevisiae)
103677_at	Smg-6 homolog, nonsense mediated mRNA decay factor (C. elegans)
103694_at	transmembrane emp24 protein transport domain containing 4
103710_at	solute carrier family 35, member E4
103711_at	pyridoxine 5'-phosphate oxidase
103712_at	RIKEN cDNA 6330403K07 gene
103724_at	TBC1 domain family, member 10a
103733_at	tubulin, gamma 1
103737_at	peroxisomal biogenesis factor 12
103742_at	RIKEN cDNA 1810046J19 gene
103743_at	transmembrane protein 98
103765_at	transmembrane protein 17
103768_at	tubulin, gamma 2
103775_at	solute carrier family 25, member 41
103784_at	WD repeat domain 92
103806_at	mastermind like 1 (Drosophila)
103836_at	zinc finger protein 692
103841_at	CUE domain containing 1
103844_at	inhibitor of CDK, cyclin A1 interacting protein 1
103850_at	5',3'-nucleotidase, mitochondrial
103889_at	homeobox B2
103963_at	ribophorin I
103964_at	trypsin 5
103967_at	dynamin 3
103968_at	perilipin 1
103978_at	glypican 5
103988_at	glucokinase
104001_at	reticulon 1
104002_at	cathepsin Q
104009_at	quiescin Q6 sulfhydryl oxidase 1
104010_at	cadherin 22
104015_at	synaptojanin 1
104027_at	synaptopodin
104069_at	synuclein, beta
104079_at	neurexophilin 3
104080_at	neurexophilin 4
104082_at	WD repeat domain 7
104086_at	cytochrome P450, family 27, subfamily a, polypeptide 1
104099_at	integrin alpha 9
104103_at	antisense Igf2r RNA
104110_at	adenylate cyclase 4
104111_at	adenylate cyclase 3
104112_at	ATP citrate lyase
104130_at	NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 11
104156_at	ets variant gene 5
104158_at	carboxylesterase 1D
104174_at	glycine decarboxylase
104175_at	SH3-binding kinase 1
104183_at	chitinase 3-like 4
104184_at	bleomycin hydrolase
104215_at	ras homolog gene family, member Q
104245_at	solute carrier family 6 (neurotransmitter transporter, glycine), member 5
104248_at	calcineurin binding protein 1
104252_at	CDC42 effector protein (Rho GTPase binding) 2
104263_at	lysine (K)-specific demethylase 3A
104271_at	testis expressed gene 15
104303_at	ADP-ribosylation factor-like 1
104307_at	RNA U12, small nuclear
104318_at	casein kinase 1, delta
104346_at	growth arrest specific 8
104348_at	zinc finger protein 120
104349_at	zinc finger protein 119a
104360_at	insulin related protein 2 (islet 2)
104362_at	meiosis expressed gene 1
104368_at	small nucleolar RNA, H/ACA box 70
104369_at	small nucleolar RNA, H/ACA box 69
104382_at	BarH-like 2 (Drosophila)
104383_at	REST corepressor 2
104384_at	reproductive homeobox 9
104394_at	E2F transcription factor 4
104401_at	pecanex-like 3 (Drosophila)
104416_at	Brca1 associated protein 1
104418_at	diacylglycerol kinase zeta
104433_at	small nucleolar RNA, H/ACA box 62
104443_at	neuropeptide FF receptor 2
104444_at	REX2, RNA exonuclease 2 homolog (S. cerevisiae)
104445_at	CDC42 effector protein (Rho GTPase binding) 1
104457_at	RIKEN cDNA 0610010K14 gene
104458_at	arginyl-tRNA synthetase
104479_at	coiled-coil domain containing 117
104570_at	SMEK homolog 2, suppressor of mek1 (Dictyostelium)
104582_at	reprimo-like
104601_at	MYCBP associated protein
104625_at	CCR4-NOT transcription complex, subunit 6
104662_at	TSR1, 20S rRNA accumulation, homolog (yeast)
104681_at	solute carrier family 16 (monocarboxylic acid transporters), member 6
104709_at	phosphoinositide-3-kinase, regulatory subunit 6
104718_at	tetratricopeptide repeat domain 7B
104721_at	DEAD (Asp-Glu-Ala-Asp) box polypeptide 1
104725_at	RIKEN cDNA 1110002B05 gene
104732_at	RIKEN cDNA 4930427A07 gene
104759_at	phospholipase D family, member 4
104771_at	JNK1/MAPK8-associated membrane protein
104776_at	aldehyde dehydrogenase family 6, subfamily A1
104799_at	VPS33B interacting protein, apical-basolateral polarity regulator, spe-39 homolog
104806_at	Fanconi anemia, complementation group M
104816_at	asparaginase homolog (S. cerevisiae)
104831_at	protein tyrosine phosphatase, non-receptor type 23
104836_at	Casitas B-lineage lymphoma-like 1
104859_at	tectonin beta-propeller repeat containing 2
104871_at	spermatogenesis associated 7
104884_at	tyrosyl-DNA phosphodiesterase 1
104885_at	transmembrane protein 179
104886_at	RAB15, member RAS oncogene family
104910_at	solute carrier family 25, member 47
104923_at	acireductone dioxygenase 1
104943_at	family with sequence similarity 110, member C
105000_at	dynein, axonemal, light chain 1
105005_at	family with sequence similarity 84, member A
105014_at	retinol dehydrogenase 14 (all-trans and 9-cis)
105083_at	pelota homolog (Drosophila)
105148_at	isoleucine-tRNA synthetase
105171_at	arrestin domain containing 3
105193_at	NHL repeat containing 1
105203_at	cDNA sequence BC016423
105239_at	ring finger protein 44
105243_at	solute carrier family 9 (sodium/hydrogen exchanger), member 3
105245_at	thioredoxin domain containing 5
105246_at	bromodomain containing 9
105278_at	cyclin-dependent kinase 20
105298_at	ependymin related protein 1 (zebrafish)
105348_at	golgi membrane protein 1
105349_at	aldo-keto reductase family 1, member C18
105351_at	expressed sequence AW209491
105352_at	dual specificity phosphatase 22
105355_at	solute carrier family 17 (sodium phosphate), member 3
105372_at	UTP15, U3 small nucleolar ribonucleoprotein, homolog (yeast)
105377_at	ankyrin repeat domain 32
105387_at	aldo-keto reductase family 1, member C14
105418_at	RIKEN cDNA E330034G19 gene
105428_at	family with sequence similarity 149, member B
105439_at	SLAIN motif family, member 1
105440_at	potassium channel tetramerisation domain containing 9
105445_at	dedicator of cytokinesis 9
105446_at	guanosine monophosphate reductase 2
105450_at	multimerin 2
105501_at	abhydrolase domain containing 4
105504_at	exocyst complex component 5
105511_at	family with sequence similarity 170, member B
105513_at	charged multivesicular body protein 7
105522_at	ankyrin repeat domain 28
105559_at	muscleblind-like 2
105590_at	zinc finger protein 957
105638_at	DPH3 homolog (KTI11, S. cerevisiae)
105651_at	protein phosphatase 1, regulatory (inhibitor) subunit 3E
105653_at	phytanoyl-CoA hydroxylase interacting protein
105663_at	thiamine triphosphatase
105670_at	regulator of chromosome condensation (RCC1) and BTB (POZ) domain containing protein 2
105675_at	peptidylprolyl isomerase F (cyclophilin F)
105689_at	MYC binding protein 2
105722_at	anoctamin 6
105727_at	solute carrier family 38, member 1
105732_at	family with sequence similarity 83, member H
105734_at	tigger transposable element derived 5
105782_at	scribbled homolog (Drosophila)
105785_at	KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 3
105787_at	protein kinase, AMP-activated, alpha 1 catalytic subunit
105827_at	adhesion molecule with Ig like domain 2
105833_at	coiled-coil domain containing 65
105835_at	small G protein signaling modulator 3
105837_at	Mdm2, transformed 3T3 cell double minute p53 binding protein
105841_at	DENN/MADD domain containing 3
105844_at	caspase recruitment domain family, member 10
105847_at	lipase maturation factor 2
105853_at	mal, T cell differentiation protein 2
105855_at	NCK associated protein 1 like
105859_at	cold shock domain containing C2, RNA binding
105866_at	keratin 72, pseudogene
105887_at	UDP glycosyltransferases 3 family, polypeptide A1
105892_at	RIKEN cDNA 9030619P08 gene
105988_at	extra spindle poles-like 1 (S. cerevisiae)
106014_at	family with sequence similarity 19, member A5
106021_at	topoisomerase I binding, arginine/serine-rich
106025_at	SHANK-associated RH domain interacting protein
106039_at	golgi associated, gamma adaptin ear containing, ARF binding protein 1
106042_at	prickle homolog 1 (Drosophila)
106052_at	F-box protein 4
106064_at	expressed sequence AW549877
106068_at	solute carrier family 45, member 4
106073_at	major facilitator superfamily domain containing 5
106143_at	CGG triplet repeat binding protein 1
106200_at	thioredoxin domain containing 11
106205_at	zinc finger CCCH type containing 7 A
106248_at	queuine tRNA-ribosyltransferase domain containing 1
106264_at	RIKEN cDNA 0610012G03 gene
106298_at	RRN3 RNA polymerase I transcription factor homolog (yeast)
106326_at	oxysterol binding protein-like 11
106338_at	NOL1/NOP2/Sun domain family member 3
106344_at	replication factor C (activator 1) 4
106347_at	immunoglobulin-like domain containing receptor 1
106369_at	yippee-like 1 (Drosophila)
106389_at	ELL associated factor 2
106393_at	sarcalumenin
106407_at	organic solute transporter alpha
106504_at	serine/threonine kinase 38
106512_at	G-protein signalling modulator 3 (AGS3-like, C. elegans)
106522_at	protein kinase domain containing, cytoplasmic
106529_at	trans-2,3-enoyl-CoA reductase
106557_at	lactate dehydrogenase A-like 6B
106564_at	phosphopantothenoylcysteine synthetase
106565_at	delta-like 2 homolog (Drosophila)
106572_at	RAB31, member RAS oncogene family
106581_at	integrin alpha FG-GAP repeat containing 3
106582_at	nurim (nuclear envelope membrane protein)
106583_at	SR-related CTD-associated factor 8
106585_at	ankyrin repeat domain 12
106618_at	WD repeat domain 90
106628_at	thyroid hormone receptor interactor 10
106633_at	intraflagellar transport 140
106639_at	vimentin-type intermediate filament associated coiled-coil protein
106648_at	cytochrome P450, family 4, subfamily f, polypeptide 15
106672_at	expressed sequence AI413582
106707_at	RNA pseudouridylate synthase domain containing 1
106722_at	expressed sequence AU023871
106757_at	transmembrane protein 146
106759_at	toll-like receptor adaptor molecule 1
106763_at	tau tubulin kinase 1
106766_at	signal transducing adaptor family member 2
106794_at	DEAH (Asp-Glu-Ala-Asp/His) box polypeptide 57
106795_at	transcription factor 19
106821_at	expressed sequence AI314976
106840_at	unc-119 homolog B (C. elegans)
106861_at	abhydrolase domain containing 3
106869_at	tumor necrosis factor, alpha-induced protein 8
106877_at	actin filament associated protein 1-like 1
106878_at	RIKEN cDNA 2010002N04 gene
106894_at	HMG box domain containing 3
106931_at	potassium channel tetramerisation domain containing 1
106947_at	solute carrier family 39 (zinc transporter), member 3
106952_at	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 3
106957_at	solute carrier family 39 (metal ion transporter), member 6
107022_at	GRAM domain containing 3
107029_at	malic enzyme 2, NAD(+)-dependent, mitochondrial
107035_at	F-box protein 38
107045_at	leucyl-tRNA synthetase
107047_at	proteasome (prosome, macropain) assembly chaperone 2
107065_at	leucine rich repeat transmembrane neuronal 2
107071_at	WD repeat domain 74
107094_at	ribosomal RNA processing 12 homolog (S. cerevisiae)
107141_at	cytochrome P450, family 2, subfamily c, polypeptide 50
107146_at	glycine-N-acyltransferase
107173_at	G protein-coupled receptor 137
107182_at	BTAF1 RNA polymerase II, B-TFIID transcription factor-associated, (Mot1 homolog, S. cerevisiae)
107197_at	expressed sequence AI462493
107221_at	omega-3 fatty acid receptor 1
107227_at	MACRO domain containing 1
107239_at	carnosine synthase 1
107242_at	expressed sequence AI837181
107250_at	Kazal-type serine peptidase inhibitor domain 1
107260_at	OTU domain, ubiquitin aldehyde binding 1
107271_at	tyrosyl-tRNA synthetase
107272_at	phosphoserine aminotransferase 1
107305_at	vacuolar protein sorting 37C (yeast)
107321_at	leupaxin
107328_at	tRNA phosphotransferase 1
107338_at	golgi-specific brefeldin A-resistance factor 1
107350_at	expressed sequence AW112010
107351_at	KN motif and ankyrin repeat domains 1
107358_at	transmembrane 9 superfamily member 3
107368_at	PDZ domain containing 8
107371_at	exocyst complex component 6
107372_at	RIKEN cDNA C030016D13 gene
107373_at	family with sequence similarity 111, member A
107375_at	solute carrier family 25, member 45
107376_at	RIKEN cDNA E330013P04 gene
107392_at	breast cancer metastasis-suppressor 1
107435_at	histone aminotransferase 1
107448_at	unc-5 homolog A (C. elegans)
107449_at	unc-5 homolog B (C. elegans)
107476_at	acetyl-Coenzyme A carboxylase alpha
107477_at	guanylate cyclase activator 1B
107503_at	activating transcription factor 5
107508_at	glutamyl-prolyl-tRNA synthetase
107513_at	signal sequence receptor, alpha
107515_at	leucine-rich repeat-containing G protein-coupled receptor 4
107522_at	endothelin converting enzyme 2
107526_at	GTPase, IMAP family member 4
107527_at	interleukin 1 receptor-like 2
107528_at	melanoma antigen, family E, 1
107566_at	ADP-ribosylation factor-like 2 binding protein
107568_at	WW domain containing E3 ubiquitin protein ligase 1
107569_at	5'-nucleotidase, cytosolic III
107576_at	T cell receptor gamma, constant 4
107581_at	collagen, type XVI, alpha 1
107585_at	deiodinase, iodothyronine type III
107586_at	ovo-like 2 (Drosophila)
107587_at	odd-skipped related 2
107589_at	myosin, light polypeptide kinase
107605_at	retinol dehydrogenase 1 (all trans)
107607_at	nucleotide-binding oligomerization domain containing 1
